ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida,Lead_Time,Eficiencia_Producao,Utilizacao_Maquina,Custo_Producao
P2713,2024-01-14,195,29,51,224,0.26153846153846155,0.0001145159206492759,112.0
P2714,2024-01-30,58,52,19,110,0.3275862068965517,3.4061145629015396e-05,55.0
P2715,2024-01-07,64,58,69,122,1.078125,3.7584712418223885e-05,61.0
P2716,2024-01-28,219,15,45,234,0.2054794520547945,0.00012861018780610986,117.0
P2717,2024-01-01,138,59,48,197,0.34782608695652173,8.104203615179526e-05,98.5
P2718,2024-01-13,132,34,57,166,0.4318181818181818,7.751846936258677e-05,83.0
P2719,2024-01-25,93,34,79,127,0.8494623655913979,5.461528523273158e-05,63.5
P2720,2024-01-13,50,59,27,109,0.54,2.9363056576737412e-05,54.5
P2721,2024-01-07,168,29,11,197,0.06547619047619048,9.865987009783771e-05,98.5
P2722,2024-01-01,44,14,22,58,0.5,2.5839489787528922e-05,29.0
P2723,2024-01-12,201,19,17,220,0.0845771144278607,0.00011803948743848439,110.0
P2724,2024-01-27,183,47,28,230,0.15300546448087432,0.00010746878707085892,115.0
P2725,2024-01-04,93,28,59,121,0.6344086021505376,5.461528523273158e-05,60.5
P2726,2024-01-29,178,11,45,189,0.25280898876404495,0.00010453248141318519,94.5
P2727,2024-01-10,164,31,73,195,0.4451219512195122,9.631082557169871e-05,97.5
P2728,2024-01-31,106,26,79,132,0.7452830188679245,6.224967994268331e-05,66.0
P2729,2024-01-17,224,28,40,252,0.17857142857142858,0.0001315464934637836,126.0
P2730,2024-01-07,228,17,25,245,0.10964912280701754,0.0001338955379899226,122.5
P2731,2024-01-26,47,54,88,101,1.872340425531915,2.7601273182133167e-05,50.5
P2732,2024-01-02,55,48,61,103,1.1090909090909091,3.229936223441115e-05,51.5
P2733,2024-01-03,205,30,65,235,0.3170731707317073,0.00012038853196462339,117.5
P2734,2024-01-27,63,59,80,122,1.2698412698412698,3.699745128668914e-05,61.0
P2735,2024-01-01,97,29,15,126,0.15463917525773196,5.696432975887058e-05,63.0
P2736,2024-01-07,184,16,100,200,0.5434782608695652,0.00010805604820239368,100.0
P2737,2024-01-05,240,37,62,277,0.25833333333333336,0.0001409426715683396,138.5
P2738,2024-01-20,212,26,98,238,0.46226415094339623,0.00012449935988536663,119.0
P2739,2024-01-25,229,11,55,240,0.24017467248908297,0.00013448279912145735,120.0
P2740,2024-01-16,51,31,92,82,1.803921568627451,2.995031770827216e-05,41.0
P2741,2024-01-30,35,34,66,69,1.8857142857142857,2.0554139603716188e-05,34.5
P2742,2024-01-07,229,37,19,266,0.08296943231441048,0.00013448279912145735,133.0
P2743,2024-01-06,106,15,29,121,0.27358490566037735,6.224967994268331e-05,60.5
P2744,2024-01-02,197,60,51,257,0.25888324873096447,0.0001156904429123454,128.5
P2745,2024-01-31,37,35,54,72,1.4594594594594594,2.1728661866785685e-05,36.0
P2746,2024-01-03,178,26,22,204,0.12359550561797752,0.00010453248141318519,102.0
P2747,2024-01-23,68,31,82,99,1.2058823529411764,3.993375694436288e-05,49.5
P2748,2024-01-24,141,49,45,190,0.3191489361702128,8.280381954639951e-05,95.0
P2749,2024-01-21,139,10,39,149,0.2805755395683453,8.162929728333e-05,74.5
P2750,2024-01-02,181,13,38,194,0.20994475138121546,0.00010629426480778943,97.0
P2751,2024-01-30,105,14,24,119,0.22857142857142856,6.166241881114857e-05,59.5
P2752,2024-01-01,38,24,70,62,1.8421052631578947,2.2315922998320432e-05,31.0
P2753,2024-01-24,100,49,56,149,0.56,5.8726113153474824e-05,74.5
P2754,2024-01-19,216,52,15,268,0.06944444444444445,0.00012684840441150563,134.0
P2755,2024-01-22,36,17,43,53,1.1944444444444444,2.1141400735250938e-05,26.5
P2756,2024-01-12,157,37,13,194,0.08280254777070063,9.219999765095548e-05,97.0
P2757,2024-01-04,93,60,70,153,0.7526881720430108,5.461528523273158e-05,76.5
P2758,2024-01-25,209,56,83,265,0.39712918660287083,0.0001227375764907624,132.5
P2759,2024-01-01,38,50,10,88,0.2631578947368421,2.2315922998320432e-05,44.0
P2760,2024-01-13,62,41,69,103,1.1129032258064515,3.641019015515439e-05,51.5
P2761,2024-01-21,159,44,64,203,0.4025157232704403,9.337451991402498e-05,101.5
P2762,2024-01-31,185,18,33,203,0.1783783783783784,0.00010864330933392842,101.5
P2763,2024-01-26,154,32,68,186,0.44155844155844154,9.043821425635123e-05,93.0
P2764,2024-01-04,166,11,49,177,0.29518072289156627,9.748534783476821e-05,88.5
P2765,2024-01-08,66,45,85,111,1.2878787878787878,3.8759234681293387e-05,55.5
P2766,2024-01-05,169,29,42,198,0.2485207100591716,9.924713122937245e-05,99.0
P2767,2024-01-20,191,18,11,209,0.05759162303664921,0.00011216687612313691,104.5
P2768,2024-01-14,225,58,60,283,0.26666666666666666,0.00013213375459531835,141.5
P2769,2024-01-19,77,32,22,109,0.2857142857142857,4.5219107128175615e-05,54.5
P2770,2024-01-31,105,40,91,145,0.8666666666666667,6.166241881114857e-05,72.5
P2771,2024-01-08,239,13,21,252,0.08786610878661087,0.00014035541043680482,126.0
P2772,2024-01-02,214,16,75,230,0.35046728971962615,0.00012567388214843611,115.0
P2773,2024-01-14,157,14,48,171,0.3057324840764331,9.219999765095548e-05,85.5
P2774,2024-01-20,203,43,55,246,0.270935960591133,0.00011921400970155389,123.0
P2775,2024-01-27,238,58,75,296,0.31512605042016806,0.00013976814930527007,148.0
P2776,2024-01-07,48,18,98,66,2.0416666666666665,2.8188534313667914e-05,33.0
P2777,2024-01-18,57,57,52,114,0.9122807017543859,3.347388449748065e-05,57.0
P2778,2024-01-06,157,31,89,188,0.5668789808917197,9.219999765095548e-05,94.0
P2779,2024-01-02,51,40,97,91,1.9019607843137254,2.995031770827216e-05,45.5
P2780,2024-01-13,169,51,52,220,0.3076923076923077,9.924713122937245e-05,110.0
P2781,2024-01-31,225,56,13,281,0.057777777777777775,0.00013213375459531835,140.5
P2782,2024-01-01,217,41,57,258,0.2626728110599078,0.00012743566554304037,129.0
P2783,2024-01-30,72,32,81,104,1.125,4.2282801470501876e-05,52.0
P2784,2024-01-14,139,17,23,156,0.16546762589928057,8.162929728333e-05,78.0
P2785,2024-01-09,95,60,60,155,0.631578947368421,5.5789807495801084e-05,77.5
P2786,2024-01-15,198,58,32,256,0.16161616161616163,0.00011627770404388015,128.0
P2787,2024-01-11,238,35,54,273,0.226890756302521,0.00013976814930527007,136.5
P2788,2024-01-30,57,17,64,74,1.1228070175438596,3.347388449748065e-05,37.0
P2789,2024-01-24,135,15,92,150,0.6814814814814815,7.928025275719102e-05,75.0
P2790,2024-01-17,159,54,53,213,0.3333333333333333,9.337451991402498e-05,106.5
P2791,2024-01-30,62,45,31,107,0.5,3.641019015515439e-05,53.5
P2792,2024-01-20,162,26,94,188,0.5802469135802469,9.513630330862922e-05,94.0
P2793,2024-01-05,190,12,46,202,0.24210526315789474,0.00011157961499160217,101.0
P2794,2024-01-30,205,18,78,223,0.3804878048780488,0.00012038853196462339,111.5
P2795,2024-01-12,208,54,42,262,0.20192307692307693,0.00012215031535922762,131.0
P2796,2024-01-28,141,43,46,184,0.3262411347517731,8.280381954639951e-05,92.0
P2797,2024-01-17,131,27,43,158,0.3282442748091603,7.693120823105202e-05,79.0
P2798,2024-01-27,91,50,72,141,0.7912087912087912,5.344076296966209e-05,70.5
P2799,2024-01-07,227,51,80,278,0.3524229074889868,0.00013330827685838784,139.0
P2800,2024-01-19,59,11,30,70,0.5084745762711864,3.4648406760550146e-05,35.0
P2801,2024-01-14,139,53,13,192,0.09352517985611511,8.162929728333e-05,96.0
P2802,2024-01-26,30,57,31,87,1.0333333333333334,1.761783394604245e-05,43.5
P2803,2024-01-30,85,31,91,116,1.0705882352941176,4.99171961804536e-05,58.0
P2804,2024-01-29,237,10,70,247,0.29535864978902954,0.00013918088817373533,123.5
P2805,2024-01-23,180,40,29,220,0.16111111111111112,0.00010570700367625468,110.0
P2806,2024-01-11,30,19,91,49,3.033333333333333,1.761783394604245e-05,24.5
P2807,2024-01-29,68,34,90,102,1.3235294117647058,3.993375694436288e-05,51.0
P2808,2024-01-06,154,58,52,212,0.33766233766233766,9.043821425635123e-05,106.0
P2809,2024-01-11,123,14,11,137,0.08943089430894309,7.223311917877404e-05,68.5
P2810,2024-01-21,47,37,96,84,2.0425531914893615,2.7601273182133167e-05,42.0
P2811,2024-01-17,109,36,15,145,0.13761467889908258,6.401146333728756e-05,72.5
P2812,2024-01-03,151,15,43,166,0.2847682119205298,8.867643086174699e-05,83.0
P2813,2024-01-30,124,47,68,171,0.5483870967741935,7.282038031030878e-05,85.5
P2814,2024-01-18,60,44,32,104,0.5333333333333333,3.52356678920849e-05,52.0
P2815,2024-01-02,35,17,50,52,1.4285714285714286,2.0554139603716188e-05,26.0
P2816,2024-01-10,59,37,50,96,0.847457627118644,3.4648406760550146e-05,48.0
P2817,2024-01-22,226,28,11,254,0.048672566371681415,0.0001327210157268531,127.0
P2818,2024-01-27,182,39,96,221,0.5274725274725275,0.00010688152593932418,110.5
P2819,2024-01-20,163,33,70,196,0.4294478527607362,9.572356444016397e-05,98.0
P2820,2024-01-30,136,24,94,160,0.6911764705882353,7.986751388872576e-05,80.0
P2821,2024-01-05,140,18,24,158,0.17142857142857143,8.221655841486475e-05,79.0
P2822,2024-01-12,116,20,31,136,0.2672413793103448,6.812229125803079e-05,68.0
P2823,2024-01-06,35,40,38,75,1.0857142857142856,2.0554139603716188e-05,37.5
P2824,2024-01-01,194,18,45,212,0.23195876288659795,0.00011392865951774116,106.0
P2825,2024-01-14,155,27,49,182,0.3161290322580645,9.102547538788597e-05,91.0
P2826,2024-01-18,71,24,29,95,0.4084507042253521,4.1695540338967126e-05,47.5
P2827,2024-01-19,201,16,65,217,0.32338308457711445,0.00011803948743848439,108.5
P2828,2024-01-11,211,47,82,258,0.3886255924170616,0.00012391209875383188,129.0
P2829,2024-01-18,148,32,80,180,0.5405405405405406,8.691464746714274e-05,90.0
P2830,2024-01-25,131,28,82,159,0.6259541984732825,7.693120823105202e-05,79.5
P2831,2024-01-12,176,29,89,205,0.5056818181818182,0.00010335795915011569,102.5
P2832,2024-01-26,80,35,68,115,0.85,4.698089052277986e-05,57.5
P2833,2024-01-06,217,12,18,229,0.08294930875576037,0.00012743566554304037,114.5
P2834,2024-01-23,216,39,97,255,0.44907407407407407,0.00012684840441150563,127.5
P2835,2024-01-09,75,38,55,113,0.7333333333333333,4.404458486510612e-05,56.5
P2836,2024-01-02,46,32,99,78,2.152173913043478,2.701401205059842e-05,39.0
P2837,2024-01-24,109,19,98,128,0.8990825688073395,6.401146333728756e-05,64.0
P2838,2024-01-22,126,34,72,160,0.5714285714285714,7.399490257337828e-05,80.0
P2839,2024-01-25,74,42,65,116,0.8783783783783784,4.345732373357137e-05,58.0
P2840,2024-01-21,171,27,93,198,0.543859649122807,0.00010042165349244194,99.0
P2841,2024-01-06,81,30,51,111,0.6296296296296297,4.756815165431461e-05,55.5
P2842,2024-01-19,189,35,71,224,0.37566137566137564,0.00011099235386006741,112.0
P2843,2024-01-09,33,23,22,56,0.6666666666666666,1.9379617340646693e-05,28.0
P2844,2024-01-21,195,43,64,238,0.3282051282051282,0.0001145159206492759,119.0
P2845,2024-01-28,65,45,88,110,1.353846153846154,3.8171973549758636e-05,55.0
P2846,2024-01-10,180,10,78,190,0.43333333333333335,0.00010570700367625468,95.0
P2847,2024-01-28,208,41,80,249,0.38461538461538464,0.00012215031535922762,124.5
P2848,2024-01-16,207,26,90,233,0.43478260869565216,0.00012156305422769288,116.5
P2849,2024-01-15,220,40,43,260,0.19545454545454546,0.0001291974489376446,130.0
P2850,2024-01-14,73,36,72,109,0.9863013698630136,4.287006260203662e-05,54.5
P2851,2024-01-26,236,38,87,274,0.3686440677966102,0.00013859362704220059,137.0
P2852,2024-01-11,229,19,21,248,0.09170305676855896,0.00013448279912145735,124.0
P2853,2024-01-05,174,25,10,199,0.05747126436781609,0.00010218343688704619,99.5
P2854,2024-01-21,175,52,78,227,0.44571428571428573,0.00010277069801858094,113.5
P2855,2024-01-09,90,27,20,117,0.2222222222222222,5.285350183812734e-05,58.5
P2856,2024-01-22,89,19,20,108,0.2247191011235955,5.2266240706592595e-05,54.0
P2857,2024-01-01,140,13,88,153,0.6285714285714286,8.221655841486475e-05,76.5
P2858,2024-01-27,107,27,51,134,0.4766355140186916,6.283694107421806e-05,67.0
P2859,2024-01-02,236,34,85,270,0.3601694915254237,0.00013859362704220059,135.0
P2860,2024-01-28,87,49,11,136,0.12643678160919541,5.1091718443523094e-05,68.0
P2861,2024-01-16,177,49,86,226,0.4858757062146893,0.00010394522028165043,113.0
P2862,2024-01-23,168,46,75,214,0.44642857142857145,9.865987009783771e-05,107.0
P2863,2024-01-12,177,54,22,231,0.12429378531073447,0.00010394522028165043,115.5
P2864,2024-01-22,78,13,77,91,0.9871794871794872,4.5806368259710366e-05,45.5
P2865,2024-01-15,163,45,69,208,0.4233128834355828,9.572356444016397e-05,104.0
P2866,2024-01-11,53,50,18,103,0.33962264150943394,3.112483997134166e-05,51.5
P2867,2024-01-05,86,16,62,102,0.7209302325581395,5.050445731198835e-05,51.0
P2868,2024-01-09,227,45,25,272,0.11013215859030837,0.00013330827685838784,136.0
P2869,2024-01-22,233,21,11,254,0.04721030042918455,0.00013683184364759633,127.0
P2870,2024-01-09,221,49,79,270,0.3574660633484163,0.00012978471006917937,135.0
P2871,2024-01-28,46,21,22,67,0.4782608695652174,2.701401205059842e-05,33.5
P2872,2024-01-11,234,23,12,257,0.05128205128205128,0.0001374191047791311,128.5
P2873,2024-01-27,182,60,25,242,0.13736263736263737,0.00010688152593932418,121.0
P2874,2024-01-02,114,51,80,165,0.7017543859649122,6.69477689949613e-05,82.5
P2875,2024-01-14,45,28,88,73,1.9555555555555555,2.642675091906367e-05,36.5
P2876,2024-01-27,194,51,96,245,0.4948453608247423,0.00011392865951774116,122.5
P2877,2024-01-02,119,60,28,179,0.23529411764705882,6.988407465263504e-05,89.5
P2878,2024-01-17,217,31,15,248,0.06912442396313365,0.00012743566554304037,124.0
P2879,2024-01-21,54,25,27,79,0.5,3.171210110287641e-05,39.5
P2880,2024-01-14,97,57,38,154,0.3917525773195876,5.696432975887058e-05,77.0
P2881,2024-01-14,205,33,38,238,0.18536585365853658,0.00012038853196462339,119.0
P2882,2024-01-18,207,11,20,218,0.0966183574879227,0.00012156305422769288,109.0
P2883,2024-01-19,179,12,79,191,0.441340782122905,0.00010511974254471993,95.5
P2884,2024-01-20,135,21,28,156,0.2074074074074074,7.928025275719102e-05,78.0
P2885,2024-01-19,44,29,24,73,0.5454545454545454,2.5839489787528922e-05,36.5
P2886,2024-01-20,125,53,79,178,0.632,7.340764144184353e-05,89.0
P2887,2024-01-06,109,32,31,141,0.28440366972477066,6.401146333728756e-05,70.5
P2888,2024-01-17,32,24,41,56,1.28125,1.8792356209111943e-05,28.0
P2889,2024-01-21,88,43,39,131,0.4431818181818182,5.1678979575057844e-05,65.5
P2890,2024-01-30,81,43,88,124,1.0864197530864197,4.756815165431461e-05,62.0
P2891,2024-01-15,148,11,43,159,0.2905405405405405,8.691464746714274e-05,79.5
P2892,2024-01-24,151,58,74,209,0.4900662251655629,8.867643086174699e-05,104.5
P2893,2024-01-24,111,28,82,139,0.7387387387387387,6.518598560035706e-05,69.5
P2894,2024-01-03,32,30,15,62,0.46875,1.8792356209111943e-05,31.0
P2895,2024-01-20,190,11,74,201,0.3894736842105263,0.00011157961499160217,100.5
P2896,2024-01-12,200,14,91,214,0.455,0.00011745222630694965,107.0
P2897,2024-01-19,57,53,75,110,1.3157894736842106,3.347388449748065e-05,55.0
P2898,2024-01-26,136,10,69,146,0.5073529411764706,7.986751388872576e-05,73.0
P2899,2024-01-28,106,56,92,162,0.8679245283018868,6.224967994268331e-05,81.0
P2900,2024-01-03,193,31,11,224,0.05699481865284974,0.00011334139838620641,112.0
P2901,2024-01-29,222,39,14,261,0.06306306306306306,0.00013037197120071412,130.5
P2902,2024-01-31,151,19,98,170,0.6490066225165563,8.867643086174699e-05,85.0
P2903,2024-01-03,220,25,16,245,0.07272727272727272,0.0001291974489376446,122.5
P2904,2024-01-31,213,52,98,265,0.460093896713615,0.00012508662101690137,132.5
P2905,2024-01-14,34,11,59,45,1.7352941176470589,1.996687847218144e-05,22.5
P2906,2024-01-28,206,14,63,220,0.3058252427184466,0.00012097579309615814,110.0
P2907,2024-01-31,212,13,75,225,0.35377358490566035,0.00012449935988536663,112.5
P2908,2024-01-27,229,34,66,263,0.28820960698689957,0.00013448279912145735,131.5
P2909,2024-01-16,103,49,57,152,0.5533980582524272,6.048789654807907e-05,76.0
P2910,2024-01-02,187,15,48,202,0.25668449197860965,0.00010981783159699792,101.0
P2911,2024-01-10,142,31,86,173,0.6056338028169014,8.339108067793425e-05,86.5
P2912,2024-01-14,32,13,20,45,0.625,1.8792356209111943e-05,22.5
P2913,2024-01-03,30,43,21,73,0.7,1.761783394604245e-05,36.5
P2914,2024-01-08,209,26,78,235,0.37320574162679426,0.0001227375764907624,117.5
P2915,2024-01-25,45,50,87,95,1.9333333333333333,2.642675091906367e-05,47.5
P2916,2024-01-31,75,27,64,102,0.8533333333333334,4.404458486510612e-05,51.0
P2917,2024-01-30,33,10,64,43,1.9393939393939394,1.9379617340646693e-05,21.5
P2918,2024-01-29,52,31,82,83,1.5769230769230769,3.0537578839806906e-05,41.5
P2919,2024-01-20,217,18,88,235,0.4055299539170507,0.00012743566554304037,117.5
P2920,2024-01-19,153,52,17,205,0.1111111111111111,8.985095312481649e-05,102.5
P2921,2024-01-06,120,48,95,168,0.7916666666666666,7.04713357841698e-05,84.0
P2922,2024-01-04,169,54,64,223,0.378698224852071,9.924713122937245e-05,111.5
P2923,2024-01-27,32,27,47,59,1.46875,1.8792356209111943e-05,29.5
P2924,2024-01-18,84,51,14,135,0.16666666666666666,4.9329935048918856e-05,67.5
P2925,2024-01-11,181,29,58,210,0.32044198895027626,0.00010629426480778943,105.0
P2926,2024-01-27,131,14,30,145,0.22900763358778625,7.693120823105202e-05,72.5
P2927,2024-01-22,206,37,43,243,0.2087378640776699,0.00012097579309615814,121.5
P2928,2024-01-01,32,13,33,45,1.03125,1.8792356209111943e-05,22.5
P2929,2024-01-14,65,39,41,104,0.6307692307692307,3.8171973549758636e-05,52.0
P2930,2024-01-19,110,30,35,140,0.3181818181818182,6.45987244688223e-05,70.0
P2931,2024-01-25,218,54,24,272,0.11009174311926606,0.00012802292667457512,136.0
P2932,2024-01-07,199,19,91,218,0.457286432160804,0.0001168649651754149,109.0
P2933,2024-01-26,172,33,94,205,0.5465116279069767,0.0001010089146239767,102.5
P2934,2024-01-12,177,51,67,228,0.3785310734463277,0.00010394522028165043,114.0
P2935,2024-01-12,169,21,96,190,0.5680473372781065,9.924713122937245e-05,95.0
P2936,2024-01-09,107,37,43,144,0.40186915887850466,6.283694107421806e-05,72.0
P2937,2024-01-21,126,42,65,168,0.5158730158730159,7.399490257337828e-05,84.0
P2938,2024-01-20,177,35,37,212,0.20903954802259886,0.00010394522028165043,106.0
P2939,2024-01-04,112,41,47,153,0.41964285714285715,6.57732467318918e-05,76.5
P2940,2024-01-07,137,59,75,196,0.5474452554744526,8.04547750202605e-05,98.0
P2941,2024-01-29,228,35,30,263,0.13157894736842105,0.0001338955379899226,131.5
P2942,2024-01-07,157,14,47,171,0.29936305732484075,9.219999765095548e-05,85.5
P2943,2024-01-14,130,41,55,171,0.4230769230769231,7.634394709951727e-05,85.5
P2944,2024-01-21,34,53,44,87,1.2941176470588236,1.996687847218144e-05,43.5
P2945,2024-01-10,67,38,70,105,1.044776119402985,3.934649581282813e-05,52.5
P2946,2024-01-25,240,53,10,293,0.041666666666666664,0.0001409426715683396,146.5
P2947,2024-01-03,82,27,12,109,0.14634146341463414,4.8155412785849355e-05,54.5
P2948,2024-01-10,165,37,92,202,0.5575757575757576,9.689808670323347e-05,101.0
P2949,2024-01-15,235,12,36,247,0.15319148936170213,0.00013800636591066584,123.5
P2950,2024-01-16,187,23,82,210,0.4385026737967914,0.00010981783159699792,105.0
P2951,2024-01-23,63,43,97,106,1.5396825396825398,3.699745128668914e-05,53.0
P2952,2024-01-18,226,17,47,243,0.2079646017699115,0.0001327210157268531,121.5
P2953,2024-01-07,104,45,26,149,0.25,6.107515767961381e-05,74.5
P2954,2024-01-30,193,44,11,237,0.05699481865284974,0.00011334139838620641,118.5
P2955,2024-01-22,122,35,46,157,0.3770491803278688,7.164585804723928e-05,78.5
P2956,2024-01-26,135,19,48,154,0.35555555555555557,7.928025275719102e-05,77.0
P2957,2024-01-10,81,57,42,138,0.5185185185185185,4.756815165431461e-05,69.0
P2958,2024-01-13,69,21,48,90,0.6956521739130435,4.052101807589763e-05,45.0
P2959,2024-01-25,178,41,64,219,0.3595505617977528,0.00010453248141318519,109.5
P2960,2024-01-21,44,26,24,70,0.5454545454545454,2.5839489787528922e-05,35.0
P2961,2024-01-25,149,41,71,190,0.47651006711409394,8.750190859867748e-05,95.0
P2962,2024-01-27,238,56,10,294,0.04201680672268908,0.00013976814930527007,147.0
P2963,2024-01-09,190,51,18,241,0.09473684210526316,0.00011157961499160217,120.5
P2964,2024-01-02,223,59,97,282,0.4349775784753363,0.00013095923233224886,141.0
P2965,2024-01-10,233,44,90,277,0.38626609442060084,0.00013683184364759633,138.5
P2966,2024-01-06,128,25,22,153,0.171875,7.516942483644777e-05,76.5
P2967,2024-01-19,172,47,28,219,0.16279069767441862,0.0001010089146239767,109.5
P2968,2024-01-27,161,56,31,217,0.19254658385093168,9.454904217709446e-05,108.5
P2969,2024-01-14,222,52,10,274,0.04504504504504504,0.00013037197120071412,137.0
P2970,2024-01-29,155,13,59,168,0.38064516129032255,9.102547538788597e-05,84.0
P2971,2024-01-15,130,31,88,161,0.676923076923077,7.634394709951727e-05,80.5
P2972,2024-01-08,134,39,18,173,0.13432835820895522,7.869299162565626e-05,86.5
P2973,2024-01-15,79,51,82,130,1.0379746835443038,4.639362939124511e-05,65.0
P2974,2024-01-16,85,44,61,129,0.7176470588235294,4.99171961804536e-05,64.5
P2975,2024-01-08,104,29,90,133,0.8653846153846154,6.107515767961381e-05,66.5
P2976,2024-01-18,30,47,31,77,1.0333333333333334,1.761783394604245e-05,38.5
P2977,2024-01-08,198,36,37,234,0.18686868686868688,0.00011627770404388015,117.0
P2978,2024-01-14,140,14,97,154,0.6928571428571428,8.221655841486475e-05,77.0
P2979,2024-01-20,55,14,25,69,0.45454545454545453,3.229936223441115e-05,34.5
P2980,2024-01-31,73,45,86,118,1.178082191780822,4.287006260203662e-05,59.0
P2981,2024-01-19,39,18,97,57,2.4871794871794872,2.2903184129855183e-05,28.5
P2982,2024-01-18,166,20,46,186,0.27710843373493976,9.748534783476821e-05,93.0
P2983,2024-01-19,182,20,41,202,0.22527472527472528,0.00010688152593932418,101.0
P2984,2024-01-01,148,19,79,167,0.5337837837837838,8.691464746714274e-05,83.5
P2985,2024-01-08,69,33,76,102,1.1014492753623188,4.052101807589763e-05,51.0
P2986,2024-01-06,51,60,86,111,1.6862745098039216,2.995031770827216e-05,55.5
P2987,2024-01-08,179,42,32,221,0.1787709497206704,0.00010511974254471993,110.5
P2988,2024-01-16,35,42,65,77,1.8571428571428572,2.0554139603716188e-05,38.5
P2989,2024-01-14,41,24,82,65,2.0,2.4077706392924677e-05,32.5
P2990,2024-01-07,53,50,95,103,1.7924528301886793,3.112483997134166e-05,51.5
P2991,2024-01-15,48,59,11,107,0.22916666666666666,2.8188534313667914e-05,53.5
P2992,2024-01-02,102,24,92,126,0.9019607843137255,5.990063541654432e-05,63.0
P2993,2024-01-11,115,52,55,167,0.4782608695652174,6.753503012649605e-05,83.5
P2994,2024-01-31,196,48,78,244,0.3979591836734694,0.00011510318178081066,122.0
P2995,2024-01-04,64,17,20,81,0.3125,3.7584712418223885e-05,40.5
P2996,2024-01-30,109,43,56,152,0.5137614678899083,6.401146333728756e-05,76.0
P2997,2024-01-11,112,18,90,130,0.8035714285714286,6.57732467318918e-05,65.0
P2998,2024-01-03,176,43,81,219,0.4602272727272727,0.00010335795915011569,109.5
P2999,2024-01-26,95,26,19,121,0.2,5.5789807495801084e-05,60.5
P3000,2024-01-18,176,45,22,221,0.125,0.00010335795915011569,110.5
P3001,2024-01-27,139,13,71,152,0.5107913669064749,8.162929728333e-05,76.0
P3002,2024-01-13,78,47,67,125,0.8589743589743589,4.5806368259710366e-05,62.5
P3003,2024-01-15,80,60,74,140,0.925,4.698089052277986e-05,70.0
P3004,2024-01-18,211,25,100,236,0.47393364928909953,0.00012391209875383188,118.0
P3005,2024-01-31,166,54,23,220,0.13855421686746988,9.748534783476821e-05,110.0
P3006,2024-01-07,215,38,91,253,0.4232558139534884,0.00012626114327997088,126.5
P3007,2024-01-12,135,44,88,179,0.6518518518518519,7.928025275719102e-05,89.5
P3008,2024-01-16,186,59,66,245,0.3548387096774194,0.00010923057046546317,122.5
P3009,2024-01-09,148,17,27,165,0.18243243243243243,8.691464746714274e-05,82.5
P3010,2024-01-30,227,53,74,280,0.32599118942731276,0.00013330827685838784,140.0
P3011,2024-01-03,48,57,24,105,0.5,2.8188534313667914e-05,52.5
P3012,2024-01-13,137,35,43,172,0.31386861313868614,8.04547750202605e-05,86.0
P3013,2024-01-11,88,41,97,129,1.1022727272727273,5.1678979575057844e-05,64.5
P3014,2024-01-16,125,17,56,142,0.448,7.340764144184353e-05,71.0
P3015,2024-01-16,84,11,59,95,0.7023809523809523,4.9329935048918856e-05,47.5
P3016,2024-01-13,185,34,15,219,0.08108108108108109,0.00010864330933392842,109.5
P3017,2024-01-26,50,33,78,83,1.56,2.9363056576737412e-05,41.5
P3018,2024-01-14,167,21,28,188,0.16766467065868262,9.807260896630295e-05,94.0
P3019,2024-01-07,125,34,74,159,0.592,7.340764144184353e-05,79.5
P3020,2024-01-22,168,44,53,212,0.31547619047619047,9.865987009783771e-05,106.0
P3021,2024-01-31,191,47,88,238,0.4607329842931937,0.00011216687612313691,119.0
P3022,2024-01-25,215,17,61,232,0.2837209302325581,0.00012626114327997088,116.0
P3023,2024-01-21,117,33,69,150,0.5897435897435898,6.870955238956555e-05,75.0
P3024,2024-01-30,235,39,35,274,0.14893617021276595,0.00013800636591066584,137.0
P3025,2024-01-07,39,40,85,79,2.1794871794871793,2.2903184129855183e-05,39.5
P3026,2024-01-16,94,18,60,112,0.6382978723404256,5.5202546364266334e-05,56.0
P3027,2024-01-26,63,55,25,118,0.3968253968253968,3.699745128668914e-05,59.0
P3028,2024-01-04,166,50,48,216,0.2891566265060241,9.748534783476821e-05,108.0
P3029,2024-01-16,163,48,39,211,0.2392638036809816,9.572356444016397e-05,105.5
P3030,2024-01-01,117,29,59,146,0.5042735042735043,6.870955238956555e-05,73.0
P3031,2024-01-22,91,17,57,108,0.6263736263736264,5.344076296966209e-05,54.0
P3032,2024-01-14,169,23,29,192,0.17159763313609466,9.924713122937245e-05,96.0
P3033,2024-01-02,220,53,36,273,0.16363636363636364,0.0001291974489376446,136.5
P3034,2024-01-31,158,10,99,168,0.6265822784810127,9.278725878249022e-05,84.0
P3035,2024-01-08,179,49,27,228,0.15083798882681565,0.00010511974254471993,114.0
P3036,2024-01-09,213,48,10,261,0.046948356807511735,0.00012508662101690137,130.5
P3037,2024-01-02,30,30,78,60,2.6,1.761783394604245e-05,30.0
P3038,2024-01-18,84,31,15,115,0.17857142857142858,4.9329935048918856e-05,57.5
P3039,2024-01-02,162,17,45,179,0.2777777777777778,9.513630330862922e-05,89.5
P3040,2024-01-29,110,21,75,131,0.6818181818181818,6.45987244688223e-05,65.5
